job_id,voyage,ship_name,T_j
19,3,KM.SINABUNG,336.0
19,4,KM.SINABUNG,336.0
19,5,KM.SINABUNG,336.0
19,6,KM.SINABUNG,336.0
19,7,KM.SINABUNG,336.0
19,8,KM.SINABUNG,336.0
19,9,KM.SINABUNG,336.0
19,10,KM.SINABUNG,336.0
19,11,KM.SINABUNG,336.0
19,12,KM.SINABUNG,336.0
19,13,KM.SINABUNG,336.0
19,14,KM.SINABUNG,336.0
19,15,KM.SINABUNG,336.0
19,16,KM.SINABUNG,336.0
19,17,KM.SINABUNG,336.0
19,18,KM.SINABUNG,336.0
19,19,KM.SINABUNG,336.0
19,20,KM.SINABUNG,336.0
20,1,KM.SIRIMAU,672.0
20,2,KM.SIRIMAU,672.0
20,3,KM.SIRIMAU,672.0
20,4,KM.SIRIMAU,672.0
20,5,KM.SIRIMAU,672.0
20,6,KM.SIRIMAU,672.0
20,7,KM.SIRIMAU,672.0
20,8,KM.SIRIMAU,672.0
20,9,KM.SIRIMAU,672.0
20,10,KM.SIRIMAU,672.0
20,11,KM.SIRIMAU,672.0
20,12,KM.SIRIMAU,672.0
21,1,KM.TATAMAILAU,336.0
21,2,KM.TATAMAILAU,336.0
21,3,KM.TATAMAILAU,336.0
21,4,KM.TATAMAILAU,336.0
21,5,KM.TATAMAILAU,336.0
21,6,KM.TATAMAILAU,336.0
21,7,KM.TATAMAILAU,336.0
21,8,KM.TATAMAILAU,336.0
21,9,KM.TATAMAILAU,336.0
21,10,KM.TATAMAILAU,336.0
21,11,KM.TATAMAILAU,336.0
21,12,KM.TATAMAILAU,336.0
21,13,KM.TATAMAILAU,336.0
21,14,KM.TATAMAILAU,336.0
21,15,KM.TATAMAILAU,336.0
21,16,KM.TATAMAILAU,336.0
21,17,KM.TATAMAILAU,336.0
21,18,KM.TATAMAILAU,336.0
21,19,KM.TATAMAILAU,336.0
22,1,KM.TIDAR,336.0
22,2,KM.TIDAR,336.0
22,3,KM.TIDAR,336.0
22,4,KM.TIDAR,336.0
22,5,KM.TIDAR,336.0
22,6,KM.TIDAR,336.0
22,7,KM.TIDAR,336.0
22,8,KM.TIDAR,336.0
22,9,KM.TIDAR,336.0
22,10,KM.TIDAR,336.0
22,11,KM.TIDAR,336.0
22,12,KM.TIDAR,336.0
22,13,KM.TIDAR,336.0
22,14,KM.TIDAR,336.0
22,15,KM.TIDAR,336.0
22,16,KM.TIDAR,336.0
22,17,KM.TIDAR,336.0
22,18,KM.TIDAR,336.0
22,19,KM.TIDAR,336.0
22,20,KM.TIDAR,336.0
22,21,KM.TIDAR,336.0
22,22,KM.TIDAR,336.0
22,23,KM.TIDAR,336.0
22,24,KM.TIDAR,336.0
