job_id,voyage,machine_id,op_seq,rute,layer_id,A_lj,p_lj,TSail_lj,ship_name
14,4,9,4,B,8,1191.0,3.0,10.0,KM.LAWIT
14,4,10,5,B,8,1204.0,2.0,19.0,KM.LAWIT
14,4,12,6,B,8,1225.0,2.0,13.0,KM.LAWIT
14,4,11,7,B,8,1240.0,4.0,5.0,KM.LAWIT
14,4,66,8,B,8,1249.0,2.0,5.0,KM.LAWIT
14,4,11,9,B,9,1256.0,4.0,13.0,KM.LAWIT
14,4,12,10,B,9,1273.0,2.0,19.0,KM.LAWIT
14,4,10,11,B,9,1294.0,2.0,10.0,KM.LAWIT
14,4,9,12,B,9,1306.0,3.0,15.0,KM.LAWIT
14,4,8,13,B,9,1324.0,2.0,22.0,KM.LAWIT
14,4,7,14,B,9,1348.0,3.0,30.0,KM.LAWIT
14,4,4,15,B,9,1381.0,3.0,29.0,KM.LAWIT
14,5,6,0,B,9,1413.0,3.0,29.0,KM.LAWIT
15,1,4,0,default,0,281.0,28.0,29.0,KM.LEUSER
15,1,7,1,default,0,338.0,2.0,23.0,KM.LEUSER
15,1,8,2,default,0,363.0,2.0,8.0,KM.LEUSER
15,1,14,3,default,0,373.0,2.0,20.0,KM.LEUSER
15,1,15,4,default,0,395.0,5.0,23.0,KM.LEUSER
15,1,36,5,default,0,423.0,2.0,9.0,KM.LEUSER
15,1,1,6,default,0,434.0,2.0,24.0,KM.LEUSER
15,1,67,7,default,0,460.0,2.0,11.0,KM.LEUSER
15,1,37,8,default,0,473.0,4.0,33.0,KM.LEUSER
15,1,68,9,default,0,510.0,2.0,22.0,KM.LEUSER
15,1,48,10,default,0,534.0,4.0,11.0,KM.LEUSER
15,1,47,11,default,0,549.0,2.0,20.0,KM.LEUSER
15,1,69,12,default,0,571.0,2.0,13.0,KM.LEUSER
15,1,70,13,default,0,586.0,6.0,42.0,KM.LEUSER
15,1,71,14,default,0,634.0,23.0,40.0,KM.LEUSER
15,1,70,15,default,1,697.0,8.0,14.0,KM.LEUSER
15,1,69,16,default,1,719.0,2.0,18.0,KM.LEUSER
15,1,47,17,default,1,739.0,2.0,10.0,KM.LEUSER
15,1,48,18,default,1,751.0,4.0,19.0,KM.LEUSER
15,1,68,19,default,1,774.0,2.0,32.0,KM.LEUSER
15,1,37,20,default,1,808.0,3.0,10.0,KM.LEUSER
15,1,67,21,default,1,821.0,2.0,20.0,KM.LEUSER
15,1,1,22,default,1,843.0,1.0,8.0,KM.LEUSER
15,1,36,23,default,1,852.0,2.0,23.0,KM.LEUSER
15,1,15,24,default,1,877.0,3.0,20.0,KM.LEUSER
15,1,14,25,default,1,900.0,1.0,8.0,KM.LEUSER
15,1,8,26,default,1,909.0,1.0,24.0,KM.LEUSER
15,1,7,27,default,1,934.0,2.0,30.0,KM.LEUSER
15,2,4,0,default,1,966.0,12.0,62.0,KM.LEUSER
15,2,11,1,default,1,1040.0,4.0,53.0,KM.LEUSER
15,2,7,2,default,2,1097.0,3.0,22.0,KM.LEUSER
15,2,8,3,default,2,1122.0,2.0,8.0,KM.LEUSER
15,2,14,4,default,2,1132.0,2.0,21.0,KM.LEUSER
15,2,15,5,default,2,1155.0,2.0,22.0,KM.LEUSER
15,2,36,6,default,2,1179.0,2.0,8.0,KM.LEUSER
15,2,1,7,default,2,1189.0,2.0,21.0,KM.LEUSER
15,2,67,8,default,2,1212.0,2.0,10.0,KM.LEUSER
15,2,37,9,default,2,1224.0,3.0,33.0,KM.LEUSER
15,2,68,10,default,2,1260.0,2.0,19.0,KM.LEUSER
15,2,48,11,default,2,1281.0,4.0,11.0,KM.LEUSER
15,2,47,12,default,2,1296.0,3.0,19.0,KM.LEUSER
15,2,69,13,default,2,1318.0,2.0,12.0,KM.LEUSER
15,2,70,14,default,2,1332.0,4.0,45.0,KM.LEUSER
15,2,71,15,default,2,1381.0,11.0,39.0,KM.LEUSER
15,2,70,16,default,3,1431.0,2.0,12.0,KM.LEUSER
15,2,69,17,default,3,1445.0,2.0,18.0,KM.LEUSER
15,2,47,18,default,3,1465.0,2.0,10.0,KM.LEUSER
15,2,48,19,default,3,1477.0,4.0,19.0,KM.LEUSER
15,2,68,20,default,3,1500.0,2.0,32.0,KM.LEUSER
15,2,37,21,default,3,1534.0,3.0,10.0,KM.LEUSER
15,2,67,22,default,3,1547.0,2.0,20.0,KM.LEUSER
15,2,1,23,default,3,1569.0,1.0,8.0,KM.LEUSER
15,2,36,24,default,3,1578.0,2.0,23.0,KM.LEUSER
15,2,15,25,default,3,1603.0,4.0,19.0,KM.LEUSER
15,2,14,26,default,3,1626.0,1.0,8.0,KM.LEUSER
15,2,8,27,default,3,1635.0,1.0,24.0,KM.LEUSER
15,2,7,28,default,3,1660.0,2.0,30.0,KM.LEUSER
15,3,4,0,default,3,1692.0,23.0,28.0,KM.LEUSER
15,3,6,1,default,3,1743.0,3.0,25.0,KM.LEUSER
15,3,13,2,default,3,1771.0,16.0,39.0,KM.LEUSER
15,3,19,3,default,3,1826.0,3.0,32.0,KM.LEUSER
15,3,4,4,default,4,1861.0,4.0,27.0,KM.LEUSER
15,3,6,5,default,4,1892.0,3.0,25.0,KM.LEUSER
15,3,13,6,default,4,1920.0,4.0,34.0,KM.LEUSER
15,3,59,7,default,4,1958.0,21.0,31.0,KM.LEUSER
15,3,13,8,default,5,2010.0,3.0,25.0,KM.LEUSER
15,3,6,9,default,5,2038.0,2.0,24.0,KM.LEUSER
15,3,13,10,default,6,2064.0,8.0,25.0,KM.LEUSER
15,3,6,11,default,6,2097.0,2.0,27.0,KM.LEUSER
15,4,4,0,default,6,2126.0,58.0,28.0,KM.LEUSER
15,4,6,1,default,7,2212.0,3.0,25.0,KM.LEUSER
15,4,13,2,default,7,2240.0,3.0,25.0,KM.LEUSER
15,4,6,3,default,8,2268.0,3.0,25.0,KM.LEUSER
15,4,13,4,default,8,2296.0,9.0,38.0,KM.LEUSER
15,4,59,5,default,8,2343.0,21.0,31.0,KM.LEUSER
15,4,13,6,default,9,2395.0,5.0,28.0,KM.LEUSER
15,4,6,7,default,9,2428.0,4.0,27.0,KM.LEUSER
15,4,4,8,default,9,2459.0,4.0,28.0,KM.LEUSER
16,1,22,0,default,0,173.0,16.0,33.0,KM.NGGAPULU
16,1,60,1,default,0,222.0,3.0,24.0,KM.NGGAPULU
16,1,62,2,default,0,249.0,9.0,26.0,KM.NGGAPULU
16,1,60,3,default,1,284.0,3.0,33.0,KM.NGGAPULU
16,2,22,0,default,1,320.0,8.0,25.0,KM.NGGAPULU
16,2,4,1,default,1,353.0,3.0,30.0,KM.NGGAPULU
16,2,15,2,default,1,386.0,4.0,15.0,KM.NGGAPULU
16,2,36,3,default,1,405.0,3.0,25.0,KM.NGGAPULU
16,2,43,4,default,1,433.0,2.0,5.0,KM.NGGAPULU
16,2,37,5,default,1,440.0,4.0,22.0,KM.NGGAPULU
16,2,52,6,default,1,466.0,2.0,2.0,KM.NGGAPULU
16,2,72,7,default,1,470.0,2.0,9.0,KM.NGGAPULU
16,2,51,8,default,1,481.0,4.0,9.0,KM.NGGAPULU
16,2,72,9,default,2,494.0,2.0,2.0,KM.NGGAPULU
16,2,52,10,default,2,498.0,2.0,21.0,KM.NGGAPULU
16,2,37,11,default,2,521.0,5.0,5.0,KM.NGGAPULU
16,2,43,12,default,2,531.0,2.0,25.0,KM.NGGAPULU
16,2,36,13,default,2,558.0,2.0,16.0,KM.NGGAPULU
16,2,15,14,default,2,576.0,3.0,31.0,KM.NGGAPULU
16,2,4,15,default,2,610.0,4.0,26.0,KM.NGGAPULU
16,3,22,0,default,2,640.0,40.0,26.0,KM.NGGAPULU
16,3,4,1,default,3,706.0,4.0,31.0,KM.NGGAPULU
16,3,15,2,default,3,741.0,3.0,16.0,KM.NGGAPULU
16,3,36,3,default,3,760.0,2.0,25.0,KM.NGGAPULU
16,3,43,4,default,3,787.0,2.0,5.0,KM.NGGAPULU
16,3,37,5,default,3,794.0,6.0,5.0,KM.NGGAPULU
16,3,43,6,default,4,805.0,2.0,25.0,KM.NGGAPULU
16,3,36,7,default,4,832.0,3.0,15.0,KM.NGGAPULU
16,3,15,8,default,4,850.0,3.0,31.0,KM.NGGAPULU
16,3,4,9,default,4,884.0,4.0,29.0,KM.NGGAPULU
16,4,21,0,default,4,917.0,773.0,25.0,KM.NGGAPULU
16,4,4,1,default,5,1715.0,3.0,30.0,KM.NGGAPULU
16,4,15,2,default,5,1748.0,4.0,15.0,KM.NGGAPULU
16,4,36,3,default,5,1767.0,3.0,25.0,KM.NGGAPULU
16,4,43,4,default,5,1795.0,2.0,5.0,KM.NGGAPULU
16,4,37,5,default,5,1802.0,4.0,22.0,KM.NGGAPULU
16,4,52,6,default,5,1828.0,3.0,21.0,KM.NGGAPULU
16,4,37,7,default,6,1852.0,4.0,6.0,KM.NGGAPULU
16,4,43,8,default,6,1862.0,2.0,26.0,KM.NGGAPULU
16,4,36,9,default,6,1890.0,2.0,16.0,KM.NGGAPULU
16,4,15,10,default,6,1908.0,2.0,31.0,KM.NGGAPULU
16,4,4,11,default,6,1941.0,2.0,26.0,KM.NGGAPULU
16,5,22,0,default,6,1969.0,14.0,32.0,KM.NGGAPULU
16,5,24,1,default,6,2015.0,2.0,5.0,KM.NGGAPULU
16,5,60,2,default,6,2022.0,4.0,22.0,KM.NGGAPULU
16,5,62,3,default,6,2048.0,7.0,22.0,KM.NGGAPULU
16,5,60,4,default,7,2077.0,6.0,4.0,KM.NGGAPULU
16,5,24,5,default,7,2087.0,2.0,30.0,KM.NGGAPULU
16,6,22,0,default,7,2119.0,15.0,26.0,KM.NGGAPULU
16,6,4,1,default,7,2160.0,4.0,31.0,KM.NGGAPULU
16,6,15,2,default,7,2195.0,3.0,15.0,KM.NGGAPULU
16,6,36,3,default,7,2213.0,2.0,25.0,KM.NGGAPULU
16,6,43,4,default,7,2240.0,2.0,5.0,KM.NGGAPULU
16,6,37,5,default,7,2247.0,4.0,21.0,KM.NGGAPULU
16,6,52,6,default,7,2272.0,2.0,2.0,KM.NGGAPULU
16,6,72,7,default,7,2276.0,2.0,10.0,KM.NGGAPULU
16,6,51,8,default,7,2288.0,4.0,10.0,KM.NGGAPULU
16,6,72,9,default,8,2302.0,2.0,2.0,KM.NGGAPULU
16,6,52,10,default,8,2306.0,2.0,21.0,KM.NGGAPULU
16,6,37,11,default,8,2329.0,3.0,6.0,KM.NGGAPULU
16,6,43,12,default,8,2338.0,2.0,25.0,KM.NGGAPULU
16,6,36,13,default,8,2365.0,2.0,16.0,KM.NGGAPULU
16,6,15,14,default,8,2383.0,3.0,31.0,KM.NGGAPULU
16,6,4,15,default,8,2417.0,2.0,26.0,KM.NGGAPULU
16,7,22,0,default,8,2445.0,10.0,25.0,KM.NGGAPULU
16,7,4,1,default,9,2480.0,4.0,30.0,KM.NGGAPULU
16,7,15,2,default,9,2514.0,3.0,15.0,KM.NGGAPULU
16,7,36,3,default,9,2532.0,3.0,25.0,KM.NGGAPULU
16,7,43,4,default,9,2560.0,2.0,5.0,KM.NGGAPULU
16,7,37,5,default,9,2567.0,3.0,21.0,KM.NGGAPULU
16,7,52,6,default,9,2591.0,2.0,2.0,KM.NGGAPULU
16,7,72,7,default,9,2595.0,2.0,11.0,KM.NGGAPULU
16,7,51,8,default,9,2608.0,19.0,10.0,KM.NGGAPULU
17,1,37,0,default,0,36.0,28.0,14.0,KM.PANGRANGO
17,1,49,1,default,0,78.0,10.0,14.0,KM.PANGRANGO
17,1,37,2,default,1,102.0,14.0,10.0,KM.PANGRANGO
17,1,67,3,default,1,126.0,2.0,10.0,KM.PANGRANGO
17,1,37,4,default,2,138.0,30.0,14.0,KM.PANGRANGO
17,1,49,5,default,2,182.0,2.0,27.0,KM.PANGRANGO
17,1,68,6,default,2,211.0,5.0,29.0,KM.PANGRANGO
17,1,49,7,default,3,245.0,2.0,14.0,KM.PANGRANGO
17,1,37,8,default,3,261.0,20.0,14.0,KM.PANGRANGO
17,1,49,9,default,4,295.0,2.0,27.0,KM.PANGRANGO
17,1,68,10,default,4,324.0,4.0,28.0,KM.PANGRANGO
17,1,49,11,default,5,356.0,2.0,14.0,KM.PANGRANGO
17,2,37,0,default,5,372.0,28.0,14.0,KM.PANGRANGO
17,2,49,1,default,6,414.0,34.0,14.0,KM.PANGRANGO
17,2,37,2,default,6,462.0,14.0,10.0,KM.PANGRANGO
17,2,67,3,default,6,486.0,2.0,10.0,KM.PANGRANGO
17,2,37,4,default,7,498.0,6.0,14.0,KM.PANGRANGO
17,2,49,5,default,7,518.0,2.0,27.0,KM.PANGRANGO
17,2,68,6,default,7,547.0,5.0,29.0,KM.PANGRANGO
17,2,49,7,default,8,581.0,2.0,14.0,KM.PANGRANGO
17,2,37,8,default,8,597.0,20.0,14.0,KM.PANGRANGO
17,2,49,9,default,9,631.0,2.0,27.0,KM.PANGRANGO
17,2,68,10,default,9,660.0,4.0,28.0,KM.PANGRANGO
18,1,51,0,default,0,161.0,47.0,22.0,KM.SANGIANG
18,1,52,1,default,0,230.0,3.0,13.0,KM.SANGIANG
18,1,73,2,default,0,246.0,2.0,22.0,KM.SANGIANG
18,1,74,3,default,0,270.0,2.0,14.0,KM.SANGIANG
18,1,43,4,default,0,286.0,1.0,10.0,KM.SANGIANG
18,1,37,5,default,0,297.0,4.0,16.0,KM.SANGIANG
18,1,49,6,default,0,317.0,2.0,10.0,KM.SANGIANG
18,1,75,7,default,0,329.0,2.0,12.0,KM.SANGIANG
18,1,46,8,default,0,343.0,9.0,13.0,KM.SANGIANG
18,1,75,9,default,1,365.0,2.0,10.0,KM.SANGIANG
18,1,49,10,default,1,377.0,2.0,18.0,KM.SANGIANG
18,1,37,11,default,1,397.0,11.0,12.0,KM.SANGIANG
18,1,43,12,default,1,420.0,4.0,14.0,KM.SANGIANG
18,1,74,13,default,1,438.0,2.0,21.0,KM.SANGIANG
18,1,73,14,default,1,461.0,2.0,13.0,KM.SANGIANG
18,1,52,15,default,1,476.0,2.0,19.0,KM.SANGIANG
18,2,51,0,default,1,497.0,47.0,21.0,KM.SANGIANG
18,2,52,1,default,2,565.0,3.0,13.0,KM.SANGIANG
18,2,73,2,default,2,581.0,2.0,23.0,KM.SANGIANG
18,2,74,3,default,2,606.0,2.0,14.0,KM.SANGIANG
18,2,43,4,default,2,622.0,1.0,10.0,KM.SANGIANG
18,2,37,5,default,2,633.0,4.0,16.0,KM.SANGIANG
18,2,49,6,default,2,653.0,2.0,10.0,KM.SANGIANG
18,2,75,7,default,2,665.0,2.0,12.0,KM.SANGIANG
18,2,46,8,default,2,679.0,9.0,13.0,KM.SANGIANG
18,2,75,9,default,3,701.0,2.0,10.0,KM.SANGIANG
18,2,49,10,default,3,713.0,2.0,18.0,KM.SANGIANG
18,2,37,11,default,3,733.0,11.0,11.0,KM.SANGIANG
18,2,43,12,default,3,755.0,5.0,14.0,KM.SANGIANG
18,2,74,13,default,3,774.0,2.0,21.0,KM.SANGIANG
18,2,73,14,default,3,797.0,2.0,12.0,KM.SANGIANG
18,2,52,15,default,3,811.0,2.0,20.0,KM.SANGIANG
18,3,51,0,default,3,833.0,47.0,21.0,KM.SANGIANG
18,3,52,1,default,4,901.0,3.0,13.0,KM.SANGIANG
18,3,73,2,default,4,917.0,2.0,23.0,KM.SANGIANG
18,3,74,3,default,4,942.0,2.0,14.0,KM.SANGIANG
18,3,43,4,default,4,958.0,1.0,10.0,KM.SANGIANG
18,3,37,5,default,4,969.0,4.0,16.0,KM.SANGIANG
18,3,49,6,default,4,989.0,2.0,10.0,KM.SANGIANG
18,3,75,7,default,4,1001.0,2.0,12.0,KM.SANGIANG
18,3,46,8,default,4,1015.0,9.0,13.0,KM.SANGIANG
18,3,75,9,default,5,1037.0,2.0,10.0,KM.SANGIANG
18,3,49,10,default,5,1049.0,2.0,18.0,KM.SANGIANG
18,3,37,11,default,5,1069.0,11.0,11.0,KM.SANGIANG
18,3,43,12,default,5,1091.0,5.0,14.0,KM.SANGIANG
18,3,74,13,default,5,1110.0,2.0,21.0,KM.SANGIANG
18,3,73,14,default,5,1133.0,2.0,12.0,KM.SANGIANG
18,3,52,15,default,5,1147.0,2.0,20.0,KM.SANGIANG
18,4,51,0,default,5,1169.0,47.0,21.0,KM.SANGIANG
18,4,52,1,default,6,1237.0,3.0,13.0,KM.SANGIANG
18,4,73,2,default,6,1253.0,2.0,23.0,KM.SANGIANG
18,4,74,3,default,6,1278.0,2.0,14.0,KM.SANGIANG
18,4,43,4,default,6,1294.0,1.0,10.0,KM.SANGIANG
18,4,37,5,default,6,1305.0,4.0,16.0,KM.SANGIANG
18,4,49,6,default,6,1325.0,2.0,10.0,KM.SANGIANG
18,4,75,7,default,6,1337.0,2.0,12.0,KM.SANGIANG
18,4,46,8,default,6,1351.0,9.0,13.0,KM.SANGIANG
18,4,75,9,default,7,1373.0,2.0,10.0,KM.SANGIANG
18,4,49,10,default,7,1385.0,2.0,18.0,KM.SANGIANG
18,4,37,11,default,7,1405.0,11.0,11.0,KM.SANGIANG
18,4,43,12,default,7,1427.0,5.0,14.0,KM.SANGIANG
18,4,74,13,default,7,1446.0,2.0,21.0,KM.SANGIANG
18,4,73,14,default,7,1469.0,2.0,12.0,KM.SANGIANG
18,4,52,15,default,7,1483.0,2.0,20.0,KM.SANGIANG
18,5,51,0,default,7,1505.0,21.0,22.0,KM.SANGIANG
18,5,52,1,default,8,1548.0,4.0,13.0,KM.SANGIANG
18,5,73,2,default,8,1565.0,2.0,23.0,KM.SANGIANG
18,5,74,3,default,8,1590.0,2.0,15.0,KM.SANGIANG
18,5,43,4,default,8,1607.0,2.0,10.0,KM.SANGIANG
18,5,37,5,default,8,1619.0,4.0,16.0,KM.SANGIANG
18,5,49,6,default,8,1639.0,12.0,18.0,KM.SANGIANG
18,5,37,7,default,9,1669.0,11.0,11.0,KM.SANGIANG
18,5,43,8,default,9,1691.0,5.0,14.0,KM.SANGIANG
18,5,74,9,default,9,1710.0,2.0,21.0,KM.SANGIANG
18,5,73,10,default,9,1733.0,2.0,12.0,KM.SANGIANG
18,5,52,11,default,9,1747.0,2.0,20.0,KM.SANGIANG
18,6,51,0,default,9,1769.0,22.0,21.0,KM.SANGIANG
19,1,4,0,default,0,153.0,18.0,31.0,KM.SINABUNG
19,1,15,1,default,0,202.0,2.0,16.0,KM.SINABUNG
19,1,36,2,default,0,220.0,3.0,17.0,KM.SINABUNG
19,1,76,3,default,0,240.0,1.0,16.0,KM.SINABUNG
19,1,51,4,default,0,257.0,2.0,10.0,KM.SINABUNG
19,1,52,5,default,0,269.0,2.0,22.0,KM.SINABUNG
19,1,37,6,default,0,293.0,2.0,22.0,KM.SINABUNG
19,1,38,7,default,0,317.0,2.0,14.0,KM.SINABUNG
19,1,41,8,default,0,333.0,2.0,10.0,KM.SINABUNG
19,1,42,9,default,0,345.0,2.0,21.0,KM.SINABUNG
19,1,40,10,default,0,368.0,5.0,24.0,KM.SINABUNG
19,1,42,11,default,1,397.0,2.0,10.0,KM.SINABUNG
19,1,41,12,default,1,409.0,2.0,15.0,KM.SINABUNG
19,1,38,13,default,1,426.0,2.0,15.0,KM.SINABUNG
19,1,73,14,default,1,443.0,1.0,6.0,KM.SINABUNG
19,1,52,15,default,1,450.0,2.0,10.0,KM.SINABUNG
19,1,51,16,default,1,462.0,2.0,16.0,KM.SINABUNG
19,1,76,17,default,1,480.0,2.0,18.0,KM.SINABUNG
19,1,36,18,default,1,500.0,2.0,17.0,KM.SINABUNG
19,1,15,19,default,1,519.0,2.0,33.0,KM.SINABUNG
19,2,4,0,default,1,554.0,17.0,31.0,KM.SINABUNG
19,2,15,1,default,2,602.0,3.0,17.0,KM.SINABUNG
19,2,36,2,default,2,622.0,2.0,18.0,KM.SINABUNG
19,2,76,3,default,2,642.0,1.0,15.0,KM.SINABUNG
19,2,51,4,default,2,658.0,3.0,11.0,KM.SINABUNG
19,2,52,5,default,2,672.0,2.0,7.0,KM.SINABUNG
19,2,73,6,default,2,681.0,1.0,15.0,KM.SINABUNG
19,2,38,7,default,2,697.0,3.0,14.0,KM.SINABUNG
19,2,41,8,default,2,714.0,2.0,10.0,KM.SINABUNG
19,2,42,9,default,2,726.0,2.0,20.0,KM.SINABUNG
19,2,40,10,default,2,748.0,4.0,24.0,KM.SINABUNG
19,2,42,11,default,3,776.0,2.0,10.0,KM.SINABUNG
19,2,41,12,default,3,788.0,2.0,15.0,KM.SINABUNG
19,2,38,13,default,3,805.0,2.0,16.0,KM.SINABUNG
19,2,73,14,default,3,823.0,1.0,7.0,KM.SINABUNG
19,2,52,15,default,3,831.0,2.0,10.0,KM.SINABUNG
19,2,51,16,default,3,843.0,2.0,16.0,KM.SINABUNG
19,2,76,17,default,3,861.0,2.0,18.0,KM.SINABUNG
19,2,36,18,default,3,881.0,2.0,17.0,KM.SINABUNG
19,2,15,19,default,3,900.0,2.0,32.0,KM.SINABUNG
19,3,4,0,default,3,934.0,21.0,31.0,KM.SINABUNG
19,3,15,1,default,4,986.0,3.0,17.0,KM.SINABUNG
19,3,36,2,default,4,1006.0,2.0,18.0,KM.SINABUNG
19,3,76,3,default,4,1026.0,1.0,15.0,KM.SINABUNG
19,3,51,4,default,4,1042.0,3.0,11.0,KM.SINABUNG
19,3,52,5,default,4,1056.0,2.0,7.0,KM.SINABUNG
19,3,73,6,default,4,1065.0,1.0,15.0,KM.SINABUNG
19,3,38,7,default,4,1081.0,3.0,14.0,KM.SINABUNG
19,3,41,8,default,4,1098.0,2.0,10.0,KM.SINABUNG
19,3,42,9,default,4,1110.0,2.0,20.0,KM.SINABUNG
19,3,40,10,default,4,1132.0,4.0,24.0,KM.SINABUNG
19,3,42,11,default,5,1160.0,2.0,10.0,KM.SINABUNG
19,3,41,12,default,5,1172.0,2.0,15.0,KM.SINABUNG
19,3,38,13,default,5,1189.0,2.0,16.0,KM.SINABUNG
19,3,73,14,default,5,1207.0,1.0,7.0,KM.SINABUNG
19,3,52,15,default,5,1215.0,2.0,10.0,KM.SINABUNG
19,3,51,16,default,5,1227.0,2.0,16.0,KM.SINABUNG
19,3,76,17,default,5,1245.0,2.0,18.0,KM.SINABUNG
19,3,36,18,default,5,1265.0,2.0,17.0,KM.SINABUNG
19,3,15,19,default,5,1284.0,2.0,32.0,KM.SINABUNG
19,4,4,0,default,5,1318.0,16.0,29.0,KM.SINABUNG
19,4,15,1,default,6,1363.0,3.0,15.0,KM.SINABUNG
19,4,36,2,default,6,1381.0,2.0,16.0,KM.SINABUNG
19,4,76,3,default,6,1399.0,1.0,14.0,KM.SINABUNG
19,4,51,4,default,6,1414.0,3.0,9.0,KM.SINABUNG
19,4,52,5,default,6,1426.0,2.0,6.0,KM.SINABUNG
19,4,73,6,default,6,1434.0,1.0,16.0,KM.SINABUNG
19,4,38,7,default,6,1451.0,3.0,14.0,KM.SINABUNG
19,4,41,8,default,6,1468.0,2.0,9.0,KM.SINABUNG
19,4,42,9,default,6,1479.0,2.0,21.0,KM.SINABUNG
19,4,40,10,default,6,1502.0,6.0,21.0,KM.SINABUNG
19,4,42,11,default,7,1529.0,2.0,9.0,KM.SINABUNG
19,4,41,12,default,7,1540.0,2.0,14.0,KM.SINABUNG
19,4,38,13,default,7,1556.0,2.0,15.0,KM.SINABUNG
19,4,73,14,default,7,1573.0,1.0,6.0,KM.SINABUNG
19,4,52,15,default,7,1580.0,2.0,9.0,KM.SINABUNG
19,4,51,16,default,7,1591.0,2.0,16.0,KM.SINABUNG
19,4,76,17,default,7,1609.0,2.0,17.0,KM.SINABUNG
19,4,36,18,default,7,1628.0,2.0,16.0,KM.SINABUNG
19,4,15,19,default,7,1646.0,2.0,29.0,KM.SINABUNG
19,5,4,0,default,7,1677.0,10.0,29.0,KM.SINABUNG
19,5,15,1,default,8,1716.0,3.0,16.0,KM.SINABUNG
19,5,36,2,default,8,1735.0,3.0,17.0,KM.SINABUNG
19,5,76,3,default,8,1755.0,1.0,16.0,KM.SINABUNG
19,5,51,4,default,8,1772.0,4.0,10.0,KM.SINABUNG
19,5,52,5,default,8,1786.0,3.0,7.0,KM.SINABUNG
19,5,73,6,default,8,1796.0,1.0,13.0,KM.SINABUNG
19,5,37,7,default,8,1810.0,4.0,22.0,KM.SINABUNG
19,5,38,8,default,8,1836.0,3.0,14.0,KM.SINABUNG
19,5,41,9,default,8,1853.0,2.0,9.0,KM.SINABUNG
19,5,42,10,default,8,1864.0,2.0,21.0,KM.SINABUNG
19,5,40,11,default,8,1887.0,5.0,21.0,KM.SINABUNG
19,5,42,12,default,9,1913.0,2.0,9.0,KM.SINABUNG
19,5,41,13,default,9,1924.0,2.0,14.0,KM.SINABUNG
19,5,38,14,default,9,1940.0,3.0,15.0,KM.SINABUNG
19,5,73,15,default,9,1958.0,1.0,6.0,KM.SINABUNG
19,5,52,16,default,9,1965.0,2.0,9.0,KM.SINABUNG
19,5,51,17,default,9,1976.0,4.0,15.0,KM.SINABUNG
19,5,76,18,default,9,1995.0,2.0,16.0,KM.SINABUNG
19,5,36,19,default,9,2013.0,2.0,15.0,KM.SINABUNG
19,5,15,20,default,9,2030.0,3.0,20.0,KM.SINABUNG
19,5,31,21,default,9,2053.0,3.0,31.0,KM.SINABUNG
19,6,4,0,default,9,2087.0,14.0,31.0,KM.SINABUNG
20,1,38,0,default,0,240.0,6.0,34.0,KM.SIRIMAU
20,1,37,1,default,0,280.0,3.0,31.0,KM.SIRIMAU
20,1,1,2,default,0,314.0,2.0,9.0,KM.SIRIMAU
20,1,36,3,default,0,325.0,3.0,22.0,KM.SIRIMAU
20,1,34,4,default,0,350.0,2.0,10.0,KM.SIRIMAU
20,1,35,5,default,0,362.0,2.0,13.0,KM.SIRIMAU
20,1,11,6,default,0,377.0,6.0,15.0,KM.SIRIMAU
20,1,12,7,default,0,398.0,2.0,41.0,KM.SIRIMAU
20,1,68,8,default,0,441.0,2.0,20.0,KM.SIRIMAU
20,1,48,9,default,0,463.0,5.0,11.0,KM.SIRIMAU
20,1,47,10,default,0,479.0,2.0,18.0,KM.SIRIMAU
20,1,69,11,default,0,499.0,2.0,12.0,KM.SIRIMAU
20,1,70,12,default,0,513.0,2.0,44.0,KM.SIRIMAU
20,1,71,13,default,0,559.0,22.0,43.0,KM.SIRIMAU
20,1,70,14,default,1,624.0,3.0,18.0,KM.SIRIMAU
20,1,69,15,default,1,645.0,2.0,19.0,KM.SIRIMAU
20,1,47,16,default,1,666.0,2.0,10.0,KM.SIRIMAU
20,1,48,17,default,1,678.0,5.0,19.0,KM.SIRIMAU
20,1,68,18,default,1,702.0,2.0,43.0,KM.SIRIMAU
20,1,12,19,default,1,747.0,2.0,13.0,KM.SIRIMAU
20,1,11,20,default,1,762.0,9.0,13.0,KM.SIRIMAU
20,1,35,21,default,1,784.0,2.0,9.0,KM.SIRIMAU
20,1,34,22,default,1,795.0,2.0,18.0,KM.SIRIMAU
20,1,36,23,default,1,815.0,2.0,8.0,KM.SIRIMAU
20,1,1,24,default,1,825.0,2.0,30.0,KM.SIRIMAU
20,1,37,25,default,1,857.0,3.0,32.0,KM.SIRIMAU
20,2,38,0,default,1,892.0,4.0,34.0,KM.SIRIMAU
20,2,37,1,default,2,930.0,3.0,32.0,KM.SIRIMAU
20,2,1,2,default,2,965.0,2.0,10.0,KM.SIRIMAU
20,2,36,3,default,2,977.0,4.0,21.0,KM.SIRIMAU
20,2,34,4,default,2,1002.0,2.0,10.0,KM.SIRIMAU
20,2,35,5,default,2,1014.0,2.0,13.0,KM.SIRIMAU
20,2,11,6,default,2,1029.0,6.0,15.0,KM.SIRIMAU
20,2,12,7,default,2,1050.0,2.0,43.0,KM.SIRIMAU
20,2,68,8,default,2,1095.0,2.0,20.0,KM.SIRIMAU
20,2,48,9,default,2,1117.0,6.0,11.0,KM.SIRIMAU
