seed,algorithm_seed,algorithm,total_tardiness,max_tardiness,runtime_seconds,feasible,convergence_path,error
18,100018,CAOA,5779.0,1502.0,28.88170004800486,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoa/seed_18.npy,
18,200018,CAOASSR,5758.0,1502.0,35.53531127498718,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoassr/seed_18.npy,
18,300018,GWO,5768.0,1502.0,28.16378062000149,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/gwo/seed_18.npy,
19,100019,CAOA,5786.0,1502.0,28.970084141998086,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoa/seed_19.npy,
19,200019,CAOASSR,5764.0,1502.0,35.79621476000466,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoassr/seed_19.npy,
19,300019,GWO,5791.0,1502.0,28.63380316000257,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/gwo/seed_19.npy,
20,100020,CAOA,5784.0,1502.0,29.924298129000817,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoa/seed_20.npy,
20,200020,CAOASSR,5768.0,1502.0,35.45835782100039,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoassr/seed_20.npy,
20,300020,GWO,5784.0,1502.0,28.55305255399435,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/gwo/seed_20.npy,
21,100021,CAOA,5783.0,1502.0,28.779570019003586,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoa/seed_21.npy,
21,200021,CAOASSR,5760.0,1502.0,34.69915711499925,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoassr/seed_21.npy,
21,300021,GWO,5756.0,1502.0,28.448499573001754,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/gwo/seed_21.npy,
22,100022,CAOA,5772.0,1502.0,30.0351325750089,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoa/seed_22.npy,
22,200022,CAOASSR,5758.0,1502.0,35.9077811199968,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoassr/seed_22.npy,
22,300022,GWO,5790.0,1502.0,28.806692006008234,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/gwo/seed_22.npy,
23,100023,CAOA,5782.0,1502.0,29.017503309994936,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoa/seed_23.npy,
23,200023,CAOASSR,5764.0,1502.0,36.15873443400778,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoassr/seed_23.npy,
23,300023,GWO,5769.0,1502.0,28.227905688007013,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/gwo/seed_23.npy,
24,100024,CAOA,5800.0,1502.0,30.026630869993824,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoa/seed_24.npy,
24,200024,CAOASSR,5767.0,1502.0,35.10267654400377,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoassr/seed_24.npy,
24,300024,GWO,5756.0,1502.0,28.540935900004115,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/gwo/seed_24.npy,
25,100025,CAOA,5760.0,1502.0,29.798482907004654,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoa/seed_25.npy,
25,200025,CAOASSR,5758.0,1502.0,35.872853656008374,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoassr/seed_25.npy,
25,300025,GWO,5781.0,1502.0,28.176746593002463,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/gwo/seed_25.npy,
26,100026,CAOA,5782.0,1502.0,29.67338838399155,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoa/seed_26.npy,
26,200026,CAOASSR,5758.0,1502.0,35.40277324500494,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoassr/seed_26.npy,
26,300026,GWO,5780.0,1502.0,28.536654003997683,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/gwo/seed_26.npy,
27,100027,CAOA,5772.0,1502.0,29.9407532440091,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoa/seed_27.npy,
27,200027,CAOASSR,5760.0,1502.0,35.673450425005285,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoassr/seed_27.npy,
27,300027,GWO,5768.0,1502.0,28.42006468999898,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/gwo/seed_27.npy,
28,100028,CAOA,5795.0,1502.0,29.216610215997207,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoa/seed_28.npy,
28,200028,CAOASSR,5760.0,1502.0,35.580300548987,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoassr/seed_28.npy,
28,300028,GWO,5775.0,1502.0,28.6098611690104,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/gwo/seed_28.npy,
29,100029,CAOA,5784.0,1502.0,29.907079811993754,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoa/seed_29.npy,
29,200029,CAOASSR,5756.0,1502.0,36.05572387400025,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoassr/seed_29.npy,
29,300029,GWO,5760.0,1502.0,28.776757633997477,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/gwo/seed_29.npy,
30,100030,CAOA,5762.0,1502.0,29.73363765599788,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoa/seed_30.npy,
30,200030,CAOASSR,5767.0,1502.0,35.37941875999968,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/caoassr/seed_30.npy,
30,300030,GWO,5761.0,1502.0,27.699306927999714,True,data/results/nonparametric/nonparametric_20260503_035430/convergence_runs/gwo/seed_30.npy,
