seed,algorithm_seed,algorithm,total_tardiness,max_tardiness,runtime_seconds,feasible,convergence_path,error
20,100020,CAOA,5758.0,1502.0,104.91487839000183,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoa/seed_20.npy,
20,200020,CAOASSR,5756.0,1502.0,121.88394547600183,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoassr/seed_20.npy,
20,300020,GWO,5758.0,1502.0,84.8176456000001,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/gwo/seed_20.npy,
21,100021,CAOA,5758.0,1502.0,104.17807796599664,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoa/seed_21.npy,
21,200021,CAOASSR,5756.0,1502.0,121.51713005900092,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoassr/seed_21.npy,
21,300021,GWO,5756.0,1502.0,83.13545407399943,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/gwo/seed_21.npy,
22,100022,CAOA,5758.0,1502.0,104.45402301899594,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoa/seed_22.npy,
22,200022,CAOASSR,5756.0,1502.0,122.54725497100299,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoassr/seed_22.npy,
22,300022,GWO,5760.0,1502.0,83.3356165840014,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/gwo/seed_22.npy,
23,100023,CAOA,5756.0,1502.0,105.48193516299943,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoa/seed_23.npy,
23,200023,CAOASSR,5756.0,1502.0,122.14076442599617,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoassr/seed_23.npy,
23,300023,GWO,5756.0,1502.0,84.58446838400414,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/gwo/seed_23.npy,
24,100024,CAOA,5771.0,1502.0,104.59094061599899,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoa/seed_24.npy,
24,200024,CAOASSR,5756.0,1502.0,121.97395972999948,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoassr/seed_24.npy,
24,300024,GWO,5756.0,1502.0,83.9228662769965,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/gwo/seed_24.npy,
25,100025,CAOA,5758.0,1502.0,104.61136123799952,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoa/seed_25.npy,
25,200025,CAOASSR,5756.0,1502.0,121.9746221259993,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoassr/seed_25.npy,
25,300025,GWO,5764.0,1502.0,84.68554091800615,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/gwo/seed_25.npy,
26,100026,CAOA,5756.0,1502.0,105.29657559000043,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoa/seed_26.npy,
26,200026,CAOASSR,5756.0,1502.0,121.90455005599506,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoassr/seed_26.npy,
26,300026,GWO,5788.0,1502.0,83.93826288799755,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/gwo/seed_26.npy,
27,100027,CAOA,5756.0,1502.0,105.7569237150019,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoa/seed_27.npy,
27,200027,CAOASSR,5756.0,1502.0,122.25754210799641,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoassr/seed_27.npy,
27,300027,GWO,5781.0,1502.0,83.23658234199684,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/gwo/seed_27.npy,
28,100028,CAOA,5760.0,1502.0,105.6227367590036,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoa/seed_28.npy,
28,200028,CAOASSR,5756.0,1502.0,122.41555252900434,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoassr/seed_28.npy,
28,300028,GWO,5758.0,1502.0,85.12150011800259,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/gwo/seed_28.npy,
29,100029,CAOA,5756.0,1502.0,105.5045281460043,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoa/seed_29.npy,
29,200029,CAOASSR,5757.0,1502.0,120.69676081900252,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoassr/seed_29.npy,
29,300029,GWO,5756.0,1502.0,83.86359359999915,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/gwo/seed_29.npy,
30,100030,CAOA,5765.0,1502.0,103.77767022799526,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoa/seed_30.npy,
30,200030,CAOASSR,5756.0,1502.0,123.02371208299883,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/caoassr/seed_30.npy,
30,300030,GWO,5800.0,1502.0,82.66539187599847,True,data/results/nonparametric/nonparametric_20260502_233403/convergence_runs/gwo/seed_30.npy,
